conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,tokens_context,inset_score,inset_sentiment,matched_words
2.05e+18,2026-06-02T21:55:35.000Z,0,"@Queena540256 Hi kak Queena540256, agar bisa aku bantu jawab, infoin ke aku detail pertanyaan Kakak melalui DM Social Media @ShopeeID dan @ShopeeCare ya. Sehat selalu^GU",2.06e+18,,Queena540256,in,,0,0,0,https://x.com/ShopeeID/status/2061929748641849696,2983890506.0,ShopeeID,hi kakak queena540256 agar bisa aku bantu jawab informasikan ke aku detail pertanyaan kakak melalui pesan langsung social media dan ya _s_e_h_a_t_ _s_e_l_a_l_u_ gu,"['hi', 'kakak', 'queena540256', 'agar', 'bisa', 'aku', 'bantu', 'jawab', 'informasikan', 'ke', 'aku', 'detail', 'pertanyaan', 'kakak', 'melalui', 'pesan', 'langsung', 'social', 'media', 'dan', 'ya', ' s e h a t ', ' s e l a l u ', 'gu']",-4.0,Negative,11
2.06e+18,2026-06-02T16:21:51.000Z,2,"@evxnsme @ShopeeCare Hi kak evxnsme  maaf ya terkait kendala yg kamu alami. Agar bisa aku bantu pengecekan kendala kamu, mohon menghubungi aku melalui DM Sosial media twitter Kami @ShopeeID dengan mengirimkan Detail kendala ya kak. aku tunggu ^KY",2.06e+18,,evxnsme,in,,0,0,0,https://x.com/ShopeeID/status/2061845760413683910,2983890506.0,ShopeeID,hi kakak evxnsme maaf ya terkait kendala yang kamu alami agar bisa aku bantu pengecekan kendala kamu mohon menghubungi aku melalui pesan langsung sosial media twitter kami dengan mengirimkan detail kendala ya kakak aku tunggu kayak,"['hi', 'kakak', 'evxnsme', 'maaf', 'ya', 'terkait', 'kendala', 'yang', 'kamu', 'alami', 'agar', 'bisa', 'aku', 'bantu', 'pengecekan', 'kendala', 'kamu', 'mohon', 'menghubungi', 'aku', 'melalui', 'pesan', 'langsung', 'sosial', 'media', 'twitter', 'kami', 'dengan', 'mengirimkan', 'detail', 'kendala', 'ya', 'kakak', 'aku', 'tunggu', 'kayak']",-12.0,Negative,21
2.06e+18,2026-06-02T13:19:59.000Z,0,"@lrstdw_ Hi kak lrstdw_, maaf buat kendala terkait selisih ongkir produk kamu. Agar dibantu cek terkait kendalanya, bisa bantu infokan data Username Shopee, Nomor Pesanan kendala dan Detail kendala kakak ke DM X @ShopeeCare atau @ShopeeID. Terimakasih, sehat selalu ^SL",2.06e+18,,lrstdw_,in,,0,0,0,https://x.com/ShopeeCare/status/2061799994685083730,3410708592.0,ShopeeCare,hi kakak lrstdw_ maaf untuk kendala terkait selisih ongkos kirim produk kamu agar dibantu cek terkait kendalanya bisa bantu infokan data username shopee nomor pesanan kendala dan detail kendala kakak ke pesan langsung x atau _t_e_r_i_m_a_ _k_a_s_i_h_ _s_e_h_a_t_ _s_e_l_a_l_u_ sl,"['hi', 'kakak', 'lrstdw ', 'maaf', 'untuk', 'kendala', 'terkait', 'selisih', 'ongkos', 'kirim', 'produk', 'kamu', 'agar', 'dibantu', 'cek', 'terkait', 'kendalanya', 'bisa', 'bantu', 'infokan', 'data', 'username', 'shopee', 'nomor', 'pesanan', 'kendala', 'dan', 'detail', 'kendala', 'kakak', 'ke', 'pesan', 'langsung', 'atau', ' t e r i m a ', ' k a s i h ', ' s e h a t ', ' s e l a l u ', 'sl']",-17.0,Negative,15
2.06e+18,2026-06-02T13:17:53.000Z,0,"@nnnaf19 Hi kak nnnaf19, maaf buat kakak khawatir terkait kendala transaksi ShopeePay. Agar dibantu tindaklanjut terkait kendalanya, bisa infokan Username Shopee, Screenshot bukti rincian pembayaran dan Detail kendala kakak ke DM X @ShopeeID atau ke @ShopeeCare . Terimakasih ^SL",2.06e+18,,nnnaf19,in,,0,0,0,https://x.com/ShopeeCare/status/2061799464348893403,3410708592.0,ShopeeCare,hi kakak nnaf19 maaf untuk kakak khawatir terkait kendala transaksi shopeepay agar dibantu tindaklanjut terkait kendalanya bisa infokan username shopee screenshot bukti rincian pembayaran dan detail kendala kakak ke pesan langsung x atau ke _t_e_r_i_m_a_ _k_a_s_i_h_ sl,"['hi', 'kakak', 'nnaf19', 'maaf', 'untuk', 'kakak', 'khawatir', 'terkait', 'kendala', 'transaksi', 'shopeepay', 'agar', 'dibantu', 'tindaklanjut', 'terkait', 'kendalanya', 'bisa', 'infokan', 'username', 'shopee', 'screenshot', 'bukti', 'rincian', 'pembayaran', 'dan', 'detail', 'kendala', 'kakak', 'ke', 'pesan', 'langsung', 'atau', 'ke', ' t e r i m a ', ' k a s i h ', 'sl']",-11.0,Negative,12
2.06e+18,2026-06-02T13:08:55.000Z,0,"@Happyjoyy333 @ShopeeID Hi kak Happyjoyy333, maaf terkait kendala pengiriman pesanan kakak. Untuk dibantu tindaklanjut kendalanya, bisa bantu aku lampirkan Username Shopee, Nomor Pesanan ke DM X @ShopeeID atau ke @ShopeeCare . Terimakasih, sehat selalu ^SL",2.06e+18,,Happyjoyy333,in,,0,0,0,https://x.com/ShopeeCare/status/2061797207762931814,3410708592.0,ShopeeCare,hi kakak happyjoyy33 maaf terkait kendala pengiriman pesanan kakak untuk dibantu tindaklanjut kendalanya bisa bantu aku lampirkan username shopee nomor pesanan ke pesan langsung x atau ke _t_e_r_i_m_a_ _k_a_s_i_h_ _s_e_h_a_t_ _s_e_l_a_l_u_ sl,"['hi', 'kakak', 'happyjoyy33', 'maaf', 'terkait', 'kendala', 'pengiriman', 'pesanan', 'kakak', 'untuk', 'dibantu', 'tindaklanjut', 'kendalanya', 'bisa', 'bantu', 'aku', 'lampirkan', 'username', 'shopee', 'nomor', 'pesanan', 'ke', 'pesan', 'langsung', 'atau', 'ke', ' t e r i m a ', ' k a s i h ', ' s e h a t ', ' s e l a l u ', 'sl']",-13.0,Negative,9
2.06e+18,2026-06-02T09:28:13.000Z,0,"@haevampire0208 @Dinda_adnn @ShopeeCare Hi kak haevampire0208, maaf yaa udah buat gak nyaman terkait kendala yang dialami. Agar aku bisa bantu cek, boleh infoin username serta detail kendala kakak ke DM @ShopeeID ya kak. Stay safe ^NS",2.06e+18,,haevampire0208,in,,0,1,0,https://x.com/ShopeeID/status/2061741668534223009,2983890506.0,ShopeeID,hi kakak haevampire0208 maaf ya sudah untuk tidak_nyaman terkait kendala yang dialami agar aku bisa bantu cek boleh informasikan username serta detail kendala kakak ke pesan langsung ya kakak _s_t_a_y_ _s_a_f_e_ ns,"['hi', 'kakak', 'haevampire0208', 'maaf', 'ya', 'sudah', 'untuk', 'tidak nyaman', 'terkait', 'kendala', 'yang', 'dialami', 'agar', 'aku', 'bisa', 'bantu', 'cek', 'boleh', 'informasikan', 'username', 'serta', 'detail', 'kendala', 'kakak', 'ke', 'pesan', 'langsung', 'ya', 'kakak', ' s t a y ', ' s a f e ', 'ns']",-10.0,Negative,16
2.06e+18,2026-06-02T09:16:21.000Z,3,"@apkdik Hai Kak apkdik, maaf ya udah bikin kamu risau terkait kendala pesanan kamu. Agar aku bisa bantu cek, boleh infoin username dan nomor pesanan terkendala kakak ke DM X @ShopeeID atau @ShopeeCare yaa. Aku tunggu ^ZP",2.06e+18,,apkdik,in,,0,1,0,https://x.com/ShopeeID/status/2061738682672173346,2983890506.0,ShopeeID,hai kakak apkdik maaf ya sudah buat kamu risau terkait kendala pesanan kamu agar aku bisa bantu cek boleh informasikan username dan nomor pesanan terkendala kakak ke pesan langsung x atau ya aku tunggu zp,"['hai', 'kakak', 'apkdik', 'maaf', 'ya', 'sudah', 'buat', 'kamu', 'risau', 'terkait', 'kendala', 'pesanan', 'kamu', 'agar', 'aku', 'bisa', 'bantu', 'cek', 'boleh', 'informasikan', 'username', 'dan', 'nomor', 'pesanan', 'terkendala', 'kakak', 'ke', 'pesan', 'langsung', 'atau', 'ya', 'aku', 'tunggu', 'zp']",-9.0,Negative,16
2.06e+18,2026-06-02T08:30:41.000Z,0,@l60902387 Haii kak l60902387 maaf ya udh bikin km kecewa terkait kendala mutasi pada akun driver kamu . Biar bisa Aku bantu cek kendalanya yuk infoin ke aku SS kendala dan detailnya ke DM @ShopeeCare ya kak. Ditunggu ^IX,2.06e+18,,l60902387,in,,0,0,0,https://x.com/ShopeeCare/status/2061727189176115340,3410708592.0,ShopeeCare,haii kakak l60902387 maaf ya sudah buat kamu kecewa terkait kendala mutasi pada akun driver kamu biar bisa aku bantu cek kendalanya yuk informasikan ke aku screenshot kendala dan detailnya ke pesan langsung ya kakak menunggu ix,"['haii', 'kakak', 'l60902387', 'maaf', 'ya', 'sudah', 'buat', 'kamu', 'kecewa', 'terkait', 'kendala', 'mutasi', 'pada', 'akun', 'driver', 'kamu', 'biar', 'bisa', 'aku', 'bantu', 'cek', 'kendalanya', 'yuk', 'informasikan', 'ke', 'aku', 'screenshot', 'kendala', 'dan', 'detailnya', 'ke', 'pesan', 'langsung', 'ya', 'kakak', 'menunggu', 'ix']",-13.0,Negative,17
2.06e+18,2026-06-02T07:58:51.000Z,2,"@everunourr @ShopeeCare Hai kak, Aku meluncur ke DM ya, mohon kesediaanya menunggu dan cek DM kamu secara berkala. Stay Safe  ^SM",2.06e+18,,everunourr,in,,0,0,0,https://x.com/ShopeeID/status/2061719176390328797,2983890506.0,ShopeeID,hai kakak aku meluncur ke pesan langsung ya mohon kesediaanya menunggu dan cek pesan langsung kamu secara berkala _s_t_a_y_ _s_a_f_e_ sama,"['hai', 'kakak', 'aku', 'meluncur', 'ke', 'pesan', 'langsung', 'ya', 'mohon', 'kesediaanya', 'menunggu', 'dan', 'cek', 'pesan', 'langsung', 'kamu', 'secara', 'berkala', ' s t a y ', ' s a f e ', 'sama']",0.0,Neutral,11
2.06e+18,2026-06-02T07:56:30.000Z,2,"@angypurin @ShopeeCare Hai kak angypurin , maaf ya udah buat risau terkait kendala yang kakak alami. Agar bisa dibantu pengecekan, kakak bisa infoin username dan nomor pesanan melalui DM ke Media Sosial ini ya kak, Stay safe ^ZO",2.06e+18,,angypurin,in,,0,2,0,https://x.com/ShopeeID/status/2061718587019264401,2983890506.0,ShopeeID,hai kakak angypurin maaf ya sudah untuk risau terkait kendala yang kakak alami agar bisa dibantu pengecekan kakak bisa informasikan username dan nomor pesanan melalui pesan langsung ke media sosial ini ya kakak _s_t_a_y_ _s_a_f_e_ zo,"['hai', 'kakak', 'angypurin', 'maaf', 'ya', 'sudah', 'untuk', 'risau', 'terkait', 'kendala', 'yang', 'kakak', 'alami', 'agar', 'bisa', 'dibantu', 'pengecekan', 'kakak', 'bisa', 'informasikan', 'username', 'dan', 'nomor', 'pesanan', 'melalui', 'pesan', 'langsung', 'ke', 'media', 'sosial', 'ini', 'ya', 'kakak', ' s t a y ', ' s a f e ', 'zo']",1.0,Positive,14
2.06e+18,2026-06-02T07:32:28.000Z,0,"@l60902387 Haii kak l60902387 , maaf ya udh bikin km kecewa terkait kendalamu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username , SS kendala dan detail kendala kakak boleh colek Aku di DM @ShopeeCare  ya kak. Ditunggu ^RS",2.06e+18,,l60902387,in,,0,0,0,https://x.com/ShopeeCare/status/2061712539894046783,3410708592.0,ShopeeCare,haii kakak l60902387 maaf ya sudah buat kamu kecewa terkait kendalamu biar bisa aku bantu cek kendalanya informasikan ke aku username screenshot kendala dan detail kendala kakak boleh colek aku di pesan langsung ya kakak menunggu rs,"['haii', 'kakak', 'l60902387', 'maaf', 'ya', 'sudah', 'buat', 'kamu', 'kecewa', 'terkait', 'kendalamu', 'biar', 'bisa', 'aku', 'bantu', 'cek', 'kendalanya', 'informasikan', 'ke', 'aku', 'username', 'screenshot', 'kendala', 'dan', 'detail', 'kendala', 'kakak', 'boleh', 'colek', 'aku', 'di', 'pesan', 'langsung', 'ya', 'kakak', 'menunggu', 'rs']",-12.0,Negative,17
2.06e+18,2026-06-02T05:59:26.000Z,0,@bismillahyuk_ Agar kami bisa bantu pengecekan lebih lanjut bisa infokan juga username dan nomor pesanan Kakak melalui DM ke @shopeeID / @shopeecare agar tim kami bisa bantu cek detailnya ya. Terima kasih^ZT (2/2),2.06e+18,,ShopeeCare,in,,0,0,0,https://x.com/ShopeeCare/status/2061689124986499172,3410708592.0,ShopeeCare,agar kami bisa bantu pengecekan lebih lanjut bisa infokan juga username dan nomor pesanan kakak melalui pesan langsung ke agar tim kami bisa bantu cek detailnya ya _t_e_r_i_m_a_ _k_a_s_i_h_ zt 2 2,"['agar', 'kami', 'bisa', 'bantu', 'pengecekan', 'lebih', 'lanjut', 'bisa', 'infokan', 'juga', 'username', 'dan', 'nomor', 'pesanan', 'kakak', 'melalui', 'pesan', 'langsung', 'ke', 'agar', 'tim', 'kami', 'bisa', 'bantu', 'cek', 'detailnya', 'ya', ' t e r i m a ', ' k a s i h ', 'zt']",-18.0,Negative,13
2.06e+18,2026-06-02T03:48:22.000Z,0,@Att40432088 Hai kak paideepow Maaf ya buat kak nggk nyaman terkait kendala yang dialami. Agar Aku bantu cek lebih lanjut boleh diinfoin ke aku Detail kendala ke DM X @ShopeeCare. Aku Tunggu ya kak. Sehat selalu ^EK,2.06e+18,,Att40432088,in,,0,0,0,https://x.com/ShopeeCare/status/2061656142728814666,3410708592.0,ShopeeCare,hai kakak paideepow maaf ya untuk kakak tidak_nyaman terkait kendala yang dialami agar aku bantu cek lebih lanjut boleh diinformasikan ke aku detail kendala ke pesan langsung x aku tunggu ya kakak _s_e_h_a_t_ _s_e_l_a_l_u_ ek,"['hai', 'kakak', 'paideepow', 'maaf', 'ya', 'untuk', 'kakak', 'tidak nyaman', 'terkait', 'kendala', 'yang', 'dialami', 'agar', 'aku', 'bantu', 'cek', 'lebih', 'lanjut', 'boleh', 'diinformasikan', 'ke', 'aku', 'detail', 'kendala', 'ke', 'pesan', 'langsung', 'aku', 'tunggu', 'ya', 'kakak', ' s e h a t ', ' s e l a l u ', 'ek']",-16.0,Negative,19
2.06e+18,2026-06-02T02:07:43.000Z,2,@grok @ShopeeID @ShopeePayID CC @ShopeeCare,2.06e+18,,MediaKonsumenID,und,,0,0,0,https://x.com/MediaKonsumenID/status/2061630812416839789,1117529034.0,MediaKonsumenID,cc,['cc'],0.0,Neutral,0
2.06e+18,2026-06-01T12:12:24.000Z,0,"@mertesaka @JNECare Hi kak @mertesaka, mohon maaf mengganggu waktunya, terkait kendala pengiriman pesanan kakak 
Untuk aku bantu cek lebih lanjut, mohon infokan Username Shopee dan Nomor Pesanan Terkendala kamu ya melalui DM @ShopeeCare.
Aku tunggu, terima kasih ^SL",2.06e+18,,mertesaka,in,,0,0,0,https://x.com/ShopeeCare/status/2061420599445258680,3410708592.0,ShopeeCare,hi kakak _m_o_h_o_n_ _m_a_a_f_ mengganggu waktunya terkait kendala pengiriman pesanan kakak untuk aku bantu cek lebih lanjut mohon infokan username shopee dan nomor pesanan terkendala kamu ya melalui pesan langsung aku tunggu _t_e_r_i_m_a_ _k_a_s_i_h_ sl,"['hi', 'kakak', ' m o h o n ', ' m a a f ', 'mengganggu', 'waktunya', 'terkait', 'kendala', 'pengiriman', 'pesanan', 'kakak', 'untuk', 'aku', 'bantu', 'cek', 'lebih', 'lanjut', 'mohon', 'infokan', 'username', 'shopee', 'dan', 'nomor', 'pesanan', 'terkendala', 'kamu', 'ya', 'melalui', 'pesan', 'langsung', 'aku', 'tunggu', ' t e r i m a ', ' k a s i h ', 'sl']",-22.0,Negative,16
2.06e+18,2026-06-01T10:33:51.000Z,0,"@etherealiezt Haii kak etherealiezt  , maaf ya udh bikin km kecewa terkait kendalamu . Biar Aku bisa bantu cek kendalanya infoin ke aku  detail kendala kakak boleh colek Aku di DM @ShopeeID / @ShopeeCare   ya kak. Dtunggu ^LI",2.06e+18,,etherealiezt,in,,0,0,0,https://x.com/ShopeeID/status/2061395795694489641,2983890506.0,ShopeeID,haii kakak etherealiezt maaf ya sudah buat kamu kecewa terkait kendalamu biar aku bisa bantu cek kendalanya informasikan ke aku detail kendala kakak boleh colek aku di pesan langsung ya kakak dtunggu li,"['haii', 'kakak', 'etherealiezt', 'maaf', 'ya', 'sudah', 'buat', 'kamu', 'kecewa', 'terkait', 'kendalamu', 'biar', 'aku', 'bisa', 'bantu', 'cek', 'kendalanya', 'informasikan', 'ke', 'aku', 'detail', 'kendala', 'kakak', 'boleh', 'colek', 'aku', 'di', 'pesan', 'langsung', 'ya', 'kakak', 'dtunggu', 'li']",-9.0,Negative,16
2.06e+18,2026-06-01T03:18:18.000Z,0,"@raralmira1 Hai kak raralmira1, maaf ya udah buat risau terkait kendala yang kakak alami. Agar dapat kami prioritaskan pengecekan, infoin kendala kamu melalui DM ke Media Sosial @shopeeID / @shopeecare ya kak, Stay safe ^ME",2.06e+18,,raralmira1,in,,0,1,0,https://x.com/ShopeeID/status/2061286188238156072,2983890506.0,ShopeeID,hai kakak raralmira1 maaf ya sudah untuk risau terkait kendala yang kakak alami agar dapat kami prioritaskan pengecekan informasikan kendala kamu melalui pesan langsung ke media sosial ya kakak _s_t_a_y_ _s_a_f_e_ me,"['hai', 'kakak', 'raralmira1', 'maaf', 'ya', 'sudah', 'untuk', 'risau', 'terkait', 'kendala', 'yang', 'kakak', 'alami', 'agar', 'dapat', 'kami', 'prioritaskan', 'pengecekan', 'informasikan', 'kendala', 'kamu', 'melalui', 'pesan', 'langsung', 'ke', 'media', 'sosial', 'ya', 'kakak', ' s t a y ', ' s a f e ', 'me']",-3.0,Negative,14
2.06e+18,2026-06-01T00:50:14.000Z,0,"@ineffablerecepy @ShopeeID Hai Kak Kim, maaf ya udah bikin kamu risau terkait kendala yang dialami. Agar aku bisa bantu cek, boleh infoin username dan kronologi detail kendala/screenshot kendala kakak ke DM X @ShopeeID atau @ShopeeCare yaa. Aku tunggu ^ZP",2.06e+18,,ineffablerecepy,in,,0,0,0,https://x.com/ShopeeCare/status/2061248922816024911,3410708592.0,ShopeeCare,hai kakak kim maaf ya sudah buat kamu risau terkait kendala yang dialami agar aku bisa bantu cek boleh informasikan username dan kronologi detail kendala screenshot kendala kakak ke pesan langsung x atau ya aku tunggu zp,"['hai', 'kakak', 'kim', 'maaf', 'ya', 'sudah', 'buat', 'kamu', 'risau', 'terkait', 'kendala', 'yang', 'dialami', 'agar', 'aku', 'bisa', 'bantu', 'cek', 'boleh', 'informasikan', 'username', 'dan', 'kronologi', 'detail', 'kendala', 'screenshot', 'kendala', 'kakak', 'ke', 'pesan', 'langsung', 'atau', 'ya', 'aku', 'tunggu', 'zp']",-13.0,Negative,19
2.06e+18,2026-05-31T17:01:38.000Z,141,"omg i just checked

buyer immediately gets the refund? are you serious? jangan mau dibodohi buyer pls @ShopeeID @ShopeeCare 😓😔 https://t.co/m5HTIFRvVp",2.06e+18,https://pbs.twimg.com/media/HJqbtxAbgAEByUg.jpg,sunfloetude,en,,8,1,3,https://x.com/sunfloetude/status/2061130995815137341,1.52e+18,sunfloetude,omg i just checked buyer immediately gets the pengembalian dana are you serious jangan_mau dibodohi buyer pls,"['omg', 'just', 'checked', 'buyer', 'immediately', 'gets', 'the', 'pengembalian', 'dana', 'are', 'you', 'serious', 'jangan mau', 'dibodohi', 'buyer', 'pls']",1.0,Positive,2
2.06e+18,2026-05-31T15:51:40.000Z,22,"@_________tiers @ShopeeID @ShopeeCare huhu jahat bgt. masalahny tkut ga menang si kak lawan banding 🍊, mrk soalny rata2 mihak ke buyer😔",2.06e+18,,_________tiers,in,,2,0,0,https://x.com/sunfloetude/status/2061113389850800385,1.52e+18,sunfloetude,huhu jahat banget masalahny tkut tidak_menang si kakak lawan banding mrk soalny rata2 mihak ke buyer,"['huhu', 'jahat', 'banget', 'masalahny', 'tkut', 'tidak menang', 'si', 'kakak', 'lawan', 'banding', 'mrk', 'soalny', 'rata2', 'mihak', 'ke', 'buyer']",-10.0,Negative,4
2.06e+18,2026-05-31T15:50:36.000Z,4,"@sunfloetude @ShopeeID @ShopeeCare ai deh kak, ga make sense kalo pouch bisa kek pecah gt😭",2.06e+18,,sunfloetude,in,,0,0,0,https://x.com/renjunfoxiee/status/2061113120731648368,1.49e+18,renjunfoxiee,ai kakak tidak_make sense kalau pouch bisa kek pecah gitu,"['ai', 'kakak', 'tidak make', 'sense', 'kalau', 'pouch', 'bisa', 'kek', 'pecah', 'gitu']",-1.0,Negative,1
2.06e+18,2026-05-31T15:50:02.000Z,20,"@sunfloetude @ShopeeID @ShopeeCare ai itumah, se ngga aman2 nya pouch dipacking aku beli mentok2 paling ketekuk, ngga sampe pecah gitu😭lagian kan itu plastik lembek bukan keras, lagian mana ada pouch pecah yg bikin tag pouch sm card thank you nya bolong ditengah",2.06e+18,,sunfloetude,in,,0,0,0,https://x.com/sheryyuka34/status/2061112977701703854,1.78e+18,sheryyuka34,ai itumah se tidak_aman2 nya pouch dipacking aku beli mentok2 paling ketekuk tidak_sampai pecah begitu lagian kan itu plastik lembek bukan_keras lagian mana ada pouch pecah yang buat tag pouch sama card thank you nya bolong ditengah,"['ai', 'itumah', 'se', 'tidak aman2', 'nya', 'pouch', 'dipacking', 'aku', 'beli', 'mentok2', 'paling', 'ketekuk', 'tidak sampai', 'pecah', 'begitu', 'lagian', 'kan', 'itu', 'plastik', 'lembek', 'bukan keras', 'lagian', 'mana', 'ada', 'pouch', 'pecah', 'yang', 'buat', 'tag', 'pouch', 'sama', 'card', 'thank', 'you', 'nya', 'bolong', 'ditengah']",-19.0,Negative,12
2.06e+18,2026-05-31T11:17:26.000Z,33,"@sunfloetude @ShopeeID @ShopeeCare kak itu fix ai sih kayaknya, harusnya ini dibawahnya kan ada bbwnya bukan lgsg warna karton kardusnya or robekan card starryseanya tapi gada disitu https://t.co/8o2zpknSz8",2.06e+18,https://pbs.twimg.com/media/HJpM8BwbMAAeWVJ.jpg,sunfloetude,in,,0,1,0,https://x.com/HIchika_LN/status/2061044376646885862,1.31e+18,HIchika_LN,kakak itu fix ai sepertinya harusnya ini dibawahnya kan ada bbwnya bukan_langsung warna karton kardusnya or robekan card starryseanya tapi tidak_ada disitu,"['kakak', 'itu', 'fix', 'ai', 'sepertinya', 'harusnya', 'ini', 'dibawahnya', 'kan', 'ada', 'bbwnya', 'bukan langsung', 'warna', 'karton', 'kardusnya', 'or', 'robekan', 'card', 'starryseanya', 'tapi', 'tidak ada', 'disitu']",-7.0,Negative,3
2.06e+18,2026-05-31T09:43:03.000Z,18,"@sunfloetude @ShopeeCare Hi kak sunfloetude , maaf ya terkait kendala yg kamu alami. Agar bisa aku bantu pengecekan kendala kamu, mohon menghubungi aku melalui DM Sosial media Kami @ShopeeID dengan mengirimkan Detail kendala ya kak. aku tunggu ^KY",2.06e+18,,sunfloetude,in,,0,0,0,https://x.com/ShopeeID/status/2061020626069156141,2983890506.0,ShopeeID,hi kakak sunfloetude maaf ya terkait kendala yang kamu alami agar bisa aku bantu pengecekan kendala kamu mohon menghubungi aku melalui pesan langsung sosial media kami dengan mengirimkan detail kendala ya kakak aku tunggu kayak,"['hi', 'kakak', 'sunfloetude', 'maaf', 'ya', 'terkait', 'kendala', 'yang', 'kamu', 'alami', 'agar', 'bisa', 'aku', 'bantu', 'pengecekan', 'kendala', 'kamu', 'mohon', 'menghubungi', 'aku', 'melalui', 'pesan', 'langsung', 'sosial', 'media', 'kami', 'dengan', 'mengirimkan', 'detail', 'kendala', 'ya', 'kakak', 'aku', 'tunggu', 'kayak']",-12.0,Negative,21
2.06e+18,2026-05-31T09:20:12.000Z,29,"@Justanoobbuddy @ShopeeID @ShopeeCare iya aku jg curiga soalnya kl emg rusak bisa aja tp hrsnya dusnya ikut ancur lebur tp itu dusnya keliatan bagus2 aja

ini mah jahat bgt sm seller &amp; shopee juga😭",2.06e+18,,Justanoobbuddy,in,,0,1,0,https://x.com/sunfloetude/status/2061014875586122031,1.52e+18,sunfloetude,iya aku juga curiga soalnya kl memang rusak bisa saja tapi hrsnya dusnya ikut ancur lebur tapi itu dusnya keliatan bagus2 saja ini mah jahat banget sama seller amp shopee juga,"['iya', 'aku', 'juga', 'curiga', 'soalnya', 'kl', 'memang', 'rusak', 'bisa', 'saja', 'tapi', 'hrsnya', 'dusnya', 'ikut', 'ancur', 'lebur', 'tapi', 'itu', 'dusnya', 'keliatan', 'bagus2', 'saja', 'ini', 'mah', 'jahat', 'banget', 'sama', 'seller', 'amp', 'shopee', 'juga']",-29.0,Negative,14
2.06e+18,2026-05-31T09:18:31.000Z,64,"@sunfloetude @ShopeeID @ShopeeCare Kak kayaknya ga mungkin deh, seingatku itu bahannya juga dr plastik kan.. kecuali kaca, ga mungkin SE retak itu + tulisan JP nya https://t.co/IRXTlJNpr9",2.06e+18,https://pbs.twimg.com/media/HJoxuBeawAAPTK0.jpg,sunfloetude,in,,0,1,2,https://x.com/Justanoobbuddy/status/2061014449012846642,1.4e+18,Justanoobbuddy,kakak sepertinya tidak_mungkin seingatku itu bahannya juga dari plastik kan kecuali kaca tidak_mungkin se retak itu tulisan jp nya,"['kakak', 'sepertinya', 'tidak mungkin', 'seingatku', 'itu', 'bahannya', 'juga', 'dari', 'plastik', 'kan', 'kecuali', 'kaca', 'tidak mungkin', 'se', 'retak', 'itu', 'tulisan', 'jp', 'nya']",-13.0,Negative,5
2.06e+18,2026-05-31T09:03:48.000Z,743,"wow hari ini dpt pengembalian paling zonk😭 

udh dibungkus pake bbw dan dus bisa sampe bolong kek gitu gimana sih?? brangnya jg kaga seringkih itu cuman pouch @ShopeeID  @ShopeeCare https://t.co/5fX6kx9Gql",2.06e+18,https://pbs.twimg.com/media/HJouWLmawAArUba.jpg,,in,,161,9,72,https://x.com/sunfloetude/status/2061010748076339460,1.52e+18,sunfloetude,wow hari ini dapat pengembalian paling zonk sudah dibungkus pakai bbw dan dus bisa sampai bolong kek begitu bagaimana brangnya juga tidak_seringkih itu cuman pouch,"['wow', 'hari', 'ini', 'dapat', 'pengembalian', 'paling', 'zonk', 'sudah', 'dibungkus', 'pakai', 'bbw', 'dan', 'dus', 'bisa', 'sampai', 'bolong', 'kek', 'begitu', 'bagaimana', 'brangnya', 'juga', 'tidak seringkih', 'itu', 'cuman', 'pouch']",-13.0,Negative,5
2.06e+18,2026-05-30T20:52:21.000Z,0,"@mertesaka @ShopeeCare Hai kak, mohon maaf atas ketidaknyamanannya ya. Mengenai kirimannya bisa disampaikan melalui DM untuk kami lakukan pengecekan ya. Thanks ^Boy",2.06e+18,,mertesaka,in,,0,0,0,https://x.com/JNECare/status/2060826671297732790,2365077614.0,JNECare,hai kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ ya mengenai kirimannya bisa disampaikan melalui pesan langsung untuk kami lakukan pengecekan ya _t_e_r_i_m_a_ _k_a_s_i_h_ boy,"['hai', 'kakak', ' m o h o n ', ' m a a f ', ' a t a s ', ' k e t i d a k n y a m a n a n n y a ', 'ya', 'mengenai', 'kirimannya', 'bisa', 'disampaikan', 'melalui', 'pesan', 'langsung', 'untuk', 'kami', 'lakukan', 'pengecekan', 'ya', ' t e r i m a ', ' k a s i h ', 'boy']",14.0,Positive,6
